model,scenario,label,score
MobileNetV2,hq,1,0.89529663
MobileNetV2,hq,1,0.96885073
MobileNetV2,hq,1,0.9822174
MobileNetV2,hq,1,0.9831174
MobileNetV2,hq,1,0.97929037
MobileNetV2,hq,1,0.117157064
MobileNetV2,hq,1,0.14358361
MobileNetV2,hq,1,0.28877288
MobileNetV2,hq,1,0.08391492
MobileNetV2,hq,1,0.17823257
MobileNetV2,hq,1,0.18554297
MobileNetV2,hq,1,0.5605724
MobileNetV2,hq,1,0.9968964
MobileNetV2,hq,1,0.9984725
MobileNetV2,hq,1,0.9929627
MobileNetV2,hq,1,0.9901748
MobileNetV2,hq,1,0.9991385
MobileNetV2,hq,1,0.89221054
MobileNetV2,hq,1,0.9991752
MobileNetV2,hq,1,0.99392366
MobileNetV2,hq,1,0.9992664
MobileNetV2,hq,1,0.9940121
MobileNetV2,hq,1,0.99952173
MobileNetV2,hq,1,0.99987525
MobileNetV2,hq,1,0.961799
MobileNetV2,hq,1,0.8410375
MobileNetV2,hq,1,0.9991836
MobileNetV2,hq,1,0.99131167
MobileNetV2,hq,1,0.996325
MobileNetV2,hq,1,0.98920894
MobileNetV2,hq,1,0.9959971
MobileNetV2,hq,1,0.99911606
MobileNetV2,hq,1,0.9983119
MobileNetV2,hq,1,0.9787874
MobileNetV2,hq,1,0.99702173
MobileNetV2,hq,1,0.23140892
MobileNetV2,hq,1,0.9605989
MobileNetV2,hq,1,0.92541516
MobileNetV2,hq,1,0.5437615
MobileNetV2,hq,1,0.3492934
MobileNetV2,hq,1,0.60178864
MobileNetV2,hq,1,0.22017981
MobileNetV2,hq,1,0.6252893
MobileNetV2,hq,1,0.67134
MobileNetV2,hq,1,0.08468368
MobileNetV2,hq,1,0.24378987
MobileNetV2,hq,1,0.9614577
MobileNetV2,hq,1,0.94112605
MobileNetV2,hq,1,0.9768451
MobileNetV2,hq,1,0.9790859
MobileNetV2,hq,1,0.99487484
MobileNetV2,hq,1,0.9964868
MobileNetV2,hq,1,0.9922643
MobileNetV2,hq,1,0.97680336
MobileNetV2,hq,1,0.96203995
MobileNetV2,hq,1,0.9642901
MobileNetV2,hq,1,0.9664775
MobileNetV2,hq,1,0.90633917
MobileNetV2,hq,1,0.9539969
MobileNetV2,hq,1,0.99983495
MobileNetV2,hq,1,0.9987138
MobileNetV2,hq,1,0.9994729
MobileNetV2,hq,1,0.99862844
MobileNetV2,hq,1,0.9991069
MobileNetV2,hq,1,0.9961475
MobileNetV2,hq,1,0.996022
MobileNetV2,hq,1,0.9712771
MobileNetV2,hq,1,0.9358834
MobileNetV2,hq,1,0.8933908
MobileNetV2,hq,1,0.8497279
MobileNetV2,hq,1,0.90536535
MobileNetV2,hq,1,0.8040995
MobileNetV2,hq,1,0.9995141
MobileNetV2,hq,1,0.9944118
MobileNetV2,hq,1,0.999806
MobileNetV2,hq,1,0.9978932
MobileNetV2,hq,1,0.99684864
MobileNetV2,hq,1,0.9945684
MobileNetV2,hq,1,0.97604054
MobileNetV2,hq,1,0.97967744
MobileNetV2,hq,1,0.3949784
MobileNetV2,hq,1,0.1655715
MobileNetV2,hq,1,0.04387251
MobileNetV2,hq,1,0.28184596
MobileNetV2,hq,1,0.46626619
MobileNetV2,hq,1,0.8443022
MobileNetV2,hq,1,0.37648052
MobileNetV2,hq,1,0.95938903
MobileNetV2,hq,1,0.33518448
MobileNetV2,hq,1,0.2859394
MobileNetV2,hq,1,0.61159366
MobileNetV2,hq,1,0.57865125
MobileNetV2,hq,1,0.3351841
MobileNetV2,hq,1,0.99910796
MobileNetV2,hq,1,0.9903107
MobileNetV2,hq,1,0.98929477
MobileNetV2,hq,1,0.9904215
MobileNetV2,hq,1,0.94594073
MobileNetV2,hq,1,0.96099246
MobileNetV2,hq,1,0.9890854
MobileNetV2,hq,1,0.9995553
MobileNetV2,hq,1,0.9980749
MobileNetV2,hq,1,0.99988294
MobileNetV2,hq,1,0.99956
MobileNetV2,hq,1,0.99680275
MobileNetV2,hq,1,0.9991293
MobileNetV2,hq,1,0.9985885
MobileNetV2,hq,1,0.99911845
MobileNetV2,hq,1,0.9855542
MobileNetV2,hq,1,0.98648435
MobileNetV2,hq,1,0.9807851
MobileNetV2,hq,1,0.99972117
MobileNetV2,hq,1,0.9999516
MobileNetV2,hq,1,0.99996465
MobileNetV2,hq,1,0.9950073
MobileNetV2,hq,1,0.8117088
MobileNetV2,hq,1,0.335785
MobileNetV2,hq,1,0.41666254
MobileNetV2,hq,1,0.6781595
MobileNetV2,hq,1,0.6970835
MobileNetV2,hq,1,0.81084394
MobileNetV2,hq,1,0.9975012
MobileNetV2,hq,1,0.9996553
MobileNetV2,hq,1,0.99826056
MobileNetV2,hq,1,0.99622464
MobileNetV2,hq,1,0.9977983
MobileNetV2,hq,1,0.97733057
MobileNetV2,hq,1,0.9991507
MobileNetV2,hq,1,0.988587
MobileNetV2,hq,1,0.9970159
MobileNetV2,hq,1,0.9966793
MobileNetV2,hq,1,0.9967477
MobileNetV2,hq,1,0.9943336
MobileNetV2,hq,1,0.9925392
MobileNetV2,hq,1,0.9840274
MobileNetV2,hq,0,0.0023180135
MobileNetV2,hq,0,0.00080788875
MobileNetV2,hq,0,0.00046615617
MobileNetV2,hq,0,0.0006986108
MobileNetV2,hq,0,0.001347424
MobileNetV2,hq,0,0.0005831837
MobileNetV2,hq,0,0.6489812
MobileNetV2,hq,0,0.575073
MobileNetV2,hq,0,0.48852298
MobileNetV2,hq,0,0.1638366
MobileNetV2,hq,0,0.69843423
MobileNetV2,hq,0,0.9228099
MobileNetV2,hq,0,0.17071913
MobileNetV2,hq,0,0.108726546
MobileNetV2,hq,0,0.71531284
MobileNetV2,hq,0,0.24859792
MobileNetV2,hq,0,0.2168125
MobileNetV2,hq,0,0.0950438
MobileNetV2,hq,0,0.024650324
MobileNetV2,hq,0,0.7426735
MobileNetV2,hq,0,0.19920994
MobileNetV2,hq,0,0.33292258
MobileNetV2,hq,0,0.6877656
MobileNetV2,hq,0,0.36499503
MobileNetV2,hq,0,0.79433006
MobileNetV2,hq,0,0.49483117
MobileNetV2,hq,0,0.023300707
MobileNetV2,hq,0,0.024287298
MobileNetV2,hq,0,0.016188756
MobileNetV2,hq,0,0.089424446
MobileNetV2,hq,0,0.041267075
MobileNetV2,hq,0,0.11142566
MobileNetV2,hq,0,0.86442167
MobileNetV2,hq,0,0.33559608
MobileNetV2,hq,0,0.95901096
MobileNetV2,hq,0,0.72836137
MobileNetV2,hq,0,0.51920545
MobileNetV2,hq,0,0.76351416
MobileNetV2,hq,0,0.195596
MobileNetV2,hq,0,0.60480195
MobileNetV2,hq,0,0.7225901
MobileNetV2,hq,0,0.01875486
MobileNetV2,hq,0,0.5225675
MobileNetV2,hq,0,0.06378636
MobileNetV2,hq,0,0.02228543
MobileNetV2,hq,0,0.07129467
MobileNetV2,hq,0,0.0746641
MobileNetV2,hq,0,0.6404605
MobileNetV2,hq,0,0.7507652
MobileNetV2,hq,0,0.9564952
MobileNetV2,hq,0,0.9499682
MobileNetV2,hq,0,0.17926975
MobileNetV2,hq,0,0.7174443
MobileNetV2,hq,0,0.49358514
MobileNetV2,hq,0,0.2880102
MobileNetV2,hq,0,0.65555024
MobileNetV2,hq,0,0.2786994
MobileNetV2,hq,0,0.45838258
MobileNetV2,hq,0,0.42089593
MobileNetV2,hq,0,0.2990077
MobileNetV2,hq,0,0.242164
MobileNetV2,hq,0,0.4687737
MobileNetV2,hq,0,0.90661097
MobileNetV2,hq,0,0.03959469
MobileNetV2,hq,0,0.011990399
MobileNetV2,hq,0,0.02699709
MobileNetV2,hq,0,0.048614617
MobileNetV2,hq,0,0.0146116745
MobileNetV2,hq,0,0.00449773
MobileNetV2,hq,0,0.02337032
MobileNetV2,hq,0,0.35726547
MobileNetV2,hq,0,0.50052476
MobileNetV2,hq,0,0.48250583
MobileNetV2,hq,0,0.24948907
MobileNetV2,hq,0,0.1684513
MobileNetV2,hq,0,0.010693874
MobileNetV2,hq,0,0.43878302
MobileNetV2,hq,0,0.68938196
MobileNetV2,hq,0,0.16855507
MobileNetV2,hq,0,0.3278804
MobileNetV2,hq,0,0.050982192
MobileNetV2,hq,0,0.053070966
MobileNetV2,hq,0,0.29456297
MobileNetV2,hq,0,0.0031786994
MobileNetV2,hq,0,0.003925726
MobileNetV2,hq,0,0.0064518335
MobileNetV2,hq,0,0.0010507916
MobileNetV2,hq,0,0.0066579944
MobileNetV2,hq,0,0.0029418266
MobileNetV2,hq,0,0.018517649
MobileNetV2,hq,0,0.010092502
MobileNetV2,hq,0,0.01961935
MobileNetV2,hq,0,0.0075937286
MobileNetV2,hq,0,0.0098851975
MobileNetV2,hq,0,0.022385253
MobileNetV2,hq,0,0.0028165583
MobileNetV2,hq,0,0.016573308
MobileNetV2,hq,0,0.09411451
MobileNetV2,hq,0,0.0045081615
MobileNetV2,hq,0,0.0030559495
MobileNetV2,hq,0,0.016357733
MobileNetV2,hq,0,0.054713707
MobileNetV2,hq,0,0.011200327
MobileNetV2,hq,0,0.0066565312
MobileNetV2,hq,0,0.003400884
MobileNetV2,hq,0,0.014334753
MobileNetV2,hq,0,0.0032778378
MobileNetV2,hq,0,0.0069546932
MobileNetV2,hq,0,0.38453037
MobileNetV2,hq,0,0.22503379
MobileNetV2,hq,0,0.12572294
MobileNetV2,hq,0,0.23962735
MobileNetV2,hq,0,0.12035687
MobileNetV2,hq,0,0.2376194
MobileNetV2,hq,0,0.11064306
MobileNetV2,hq,0,0.07070472
MobileNetV2,hq,0,0.0048099738
MobileNetV2,hq,0,0.022008065
MobileNetV2,hq,0,0.00813151
MobileNetV2,hq,0,0.007183208
MobileNetV2,hq,0,0.0041552074
MobileNetV2,hq,0,0.025376199
MobileNetV2,hq,0,0.0032695588
MobileNetV2,hq,0,0.0046431725
MobileNetV2,hq,0,0.0011048891
MobileNetV2,hq,0,0.003036211
MobileNetV2,hq,0,0.0040101046
MobileNetV2,hq,0,0.0006072356
MobileNetV2,hq,0,0.025674362
MobileNetV2,hq,0,0.0036491167
MobileNetV2,hq,0,0.32463324
MobileNetV2,hq,0,0.1505547
MobileNetV2,hq,0,0.075610116
MobileNetV2,hq,0,0.15828717
MobileNetV2,hq,0,0.01715207
MobileNetV2,hq,0,0.038859937
MobileNetV2,hq,0,0.16309209
MobileNetV2,hq,0,0.00039773635
MobileNetV2,hq,0,0.001740663
MobileNetV2,hq,0,0.00053247035
MobileNetV2,hq,0,0.0011461452
MobileNetV2,hq,0,0.0005490266
MobileNetV2,hq,0,0.013696897
MobileNetV2,hq,0,0.0030706925
MobileNetV2,hq,0,0.0074415826
MobileNetV2,hq,0,0.02760066
MobileNetV2,hq,0,0.018579504
MobileNetV2,hq,0,0.010014748
MobileNetV2,hq,0,0.013921316
MobileNetV2,hq,0,0.0064263297
MobileNetV2,hq,0,0.0049758633
MobileNetV2,hq,0,0.0023158465
MobileNetV2,hq,0,0.40555245
MobileNetV2,hq,0,0.3068332
MobileNetV2,hq,0,0.13104118
MobileNetV2,hq,0,0.26186416
MobileNetV2,hq,0,0.17589737
MobileNetV2,hq,0,0.2569763
MobileNetV2,hq,0,0.5929059
MobileNetV2,hq,0,0.73477286
MobileNetV2,hq,0,0.32283095
MobileNetV2,hq,0,0.17910877
MobileNetV2,hq,0,0.8278096
MobileNetV2,hq,0,0.61940145
MobileNetV2,hq,0,0.8523886
MobileNetV2,hq,0,0.020543471
MobileNetV2,hq,0,0.0026845557
MobileNetV2,hq,0,0.078937605
MobileNetV2,hq,0,0.006092051
MobileNetV2,hq,0,0.0024102507
MobileNetV2,hq,0,0.02124134
MobileNetV2,hq,0,0.010833649
MobileNetV2,hq,0,0.003431115
MobileNetV2,hq,0,0.008442045
MobileNetV2,hq,0,0.041164193
MobileNetV2,hq,0,0.007895376
MobileNetV2,hq,0,0.029100262
MobileNetV2,hq,0,0.27192187
MobileNetV2,hq,0,0.016217206
MobileNetV2,hq,0,0.13925819
MobileNetV2,hq,0,0.2536116
MobileNetV2,hq,0,0.06696366
MobileNetV2,hq,0,0.031875297
MobileNetV2,hq,0,0.027326228
MobileNetV2,hq,0,0.024066513
MobileNetV2,hq,0,0.0023377547
MobileNetV2,hq,0,0.0017215457
MobileNetV2,hq,0,0.025443606
MobileNetV2,hq,0,0.0013333657
MobileNetV2,hq,0,0.007890118
MobileNetV2,hq,0,0.0015591795
MobileNetV2,hq,0,0.049392276
MobileNetV2,hq,0,0.012801209
MobileNetV2,hq,0,0.15703116
MobileNetV2,hq,0,0.04477942
MobileNetV2,hq,0,0.008562916
MobileNetV2,hq,0,0.09204919
MobileNetV2,hq,0,0.14769259
MobileNetV2,hq,0,0.023638133
MobileNetV2,hq,0,0.004267606
MobileNetV2,hq,0,0.0038813357
MobileNetV2,hq,0,0.015807876
MobileNetV2,hq,0,0.008660652
MobileNetV2,hq,0,0.037190147
MobileNetV2,hq,0,0.023336435
MobileNetV2,hq,0,0.05287948
MobileNetV2,hq,0,0.06651728
MobileNetV2,hq,0,0.021089677
MobileNetV2,hq,0,0.008174932
MobileNetV2,hq,0,0.01482804
MobileNetV2,hq,0,0.0043773833
MobileNetV2,hq,0,0.028637167
MobileNetV2,hq,0,0.051998567
MobileNetV2,hq,0,0.025029702
MobileNetV2,hq,0,0.041354943
MobileNetV2,hq,0,0.075420745
MobileNetV2,hq,0,0.030352348
MobileNetV2,hq,0,0.023966625
MobileNetV2,hq,0,0.017915338
MobileNetV2,hq,0,0.02362613
MobileNetV2,hq,0,0.1591255
MobileNetV2,hq,0,0.10201822
MobileNetV2,hq,0,0.39985004
MobileNetV2,hq,0,0.30592197
MobileNetV2,hq,0,0.025595848
MobileNetV2,hq,0,0.016424995
MobileNetV2,hq,0,0.09285912
MobileNetV2,hq,0,0.033849936
MobileNetV2,hq,0,0.054510072
MobileNetV2,hq,0,0.07816033
MobileNetV2,hq,0,0.82746446
MobileNetV2,hq,0,0.8257959
MobileNetV2,hq,0,0.24284667
MobileNetV2,hq,0,0.72902083
MobileNetV2,hq,0,0.28453806
MobileNetV2,hq,0,0.36139327
MobileNetV2,hq,0,0.0014689806
MobileNetV2,hq,0,0.0008379486
MobileNetV2,hq,0,0.0016671465
MobileNetV2,hq,0,0.000997055
MobileNetV2,hq,0,0.0009341163
MobileNetV2,hq,0,0.0003283823
MobileNetV2,hq,0,0.000441454
MobileNetV2,hq,0,0.003517542
MobileNetV2,hq,0,0.0015832079
MobileNetV2,hq,0,0.0012106664
MobileNetV2,hq,0,0.00041431427
MobileNetV2,hq,0,0.0005406494
MobileNetV2,hq,0,0.0019916014
MobileNetV2,hq,0,0.0013811337
MobileNetV2,hq,0,0.85827714
MobileNetV2,hq,0,0.34291267
MobileNetV2,hq,0,0.98345983
MobileNetV2,hq,0,0.95631444
MobileNetV2,hq,0,0.9919532
MobileNetV2,hq,0,0.88020253
MobileNetV2,hq,0,0.8981805
MobileNetV2,hq,0,0.70276535
MobileNetV2,hq,0,0.985584
MobileNetV2,hq,0,0.91385436
MobileNetV2,hq,0,0.8619582
MobileNetV2,hq,0,0.99239904
MobileNetV2,hq,0,0.8095766
MobileNetV2,hq,0,0.36137986
MobileNetV2,hq,0,0.9935919
MobileNetV2,hq,0,0.948201
MobileNetV2,hq,0,0.9080158
MobileNetV2,hq,0,0.9677302
MobileNetV2,hq,0,0.86251426
MobileNetV2,hq,0,0.8330603
MobileNetV2,hq,0,0.62305593
MobileNetV2,hq,0,0.8045296
MobileNetV2,hq,0,0.08443744
MobileNetV2,hq,0,0.12328139
MobileNetV2,hq,0,0.86303294
MobileNetV2,hq,0,0.36800987
MobileNetV2,hq,0,0.007700393
MobileNetV2,hq,0,0.018873226
MobileNetV2,hq,0,0.07623738
MobileNetV2,hq,0,0.019089773
MobileNetV2,hq,0,0.0077557205
MobileNetV2,hq,0,0.012579807
MobileNetV2,hq,0,0.03285967
MobileNetV2,hq,0,0.028960474
MobileNetV2,hq,0,0.43529695
MobileNetV2,hq,0,0.2353223
MobileNetV2,hq,0,0.23162828
MobileNetV2,hq,0,0.5224402
MobileNetV2,hq,0,0.18491246
MobileNetV2,hq,0,0.11492178
MobileNetV2,hq,0,0.046815194
MobileNetV2,hq,0,0.96155757
MobileNetV2,hq,0,0.07865605
MobileNetV2,hq,0,0.005901343
MobileNetV2,hq,0,0.089140676
MobileNetV2,hq,0,0.06920179
MobileNetV2,hq,0,0.99277043
MobileNetV2,hq,0,0.93533593
MobileNetV2,hq,0,0.77245843
MobileNetV2,hq,0,0.8480339
MobileNetV2,hq,0,0.26907006
MobileNetV2,hq,0,0.82464755
MobileNetV2,hq,0,0.8172243
MobileNetV2,hq,0,0.0237413
MobileNetV2,hq,0,0.033492416
MobileNetV2,hq,0,0.0038983705
MobileNetV2,hq,0,0.010121431
MobileNetV2,hq,0,0.038234696
MobileNetV2,hq,0,0.0751642
MobileNetV2,hq,0,0.0031531397
MobileNetV2,hq,0,0.0015018451
MobileNetV2,hq,0,0.003603783
MobileNetV2,hq,0,0.0035012383
MobileNetV2,hq,0,0.0013060503
MobileNetV2,hq,0,0.00043730394
MobileNetV2,hq,0,0.0021774066
MobileNetV2,hq,0,0.00030101414
MobileNetV2,hq,0,0.10228756
MobileNetV2,hq,0,0.19543087
MobileNetV2,hq,0,0.00856279
MobileNetV2,hq,0,0.008973564
MobileNetV2,hq,0,0.01591792
MobileNetV2,hq,0,0.073363476
MobileNetV2,hq,0,0.061725486
MobileNetV2,hq,0,0.00542639
MobileNetV2,hq,0,0.021355422
MobileNetV2,hq,0,0.03158273
MobileNetV2,hq,0,0.009145056
MobileNetV2,hq,0,0.010567628
MobileNetV2,hq,0,0.016480707
MobileNetV2,hq,0,0.54928255
MobileNetV2,hq,0,0.5552135
MobileNetV2,hq,0,0.7141307
MobileNetV2,hq,0,0.56276846
MobileNetV2,hq,0,0.39391768
MobileNetV2,hq,0,0.4117956
MobileNetV2,hq,0,0.9031367
MobileNetV2,hq,0,0.9606887
MobileNetV2,hq,0,0.7863065
MobileNetV2,hq,0,0.85512865
MobileNetV2,hq,0,0.87575763
MobileNetV2,hq,0,0.65191567
MobileNetV2,hq,0,0.8150426
MobileNetV2,hq,0,0.4540258
MobileNetV2,hq,0,0.58285487
MobileNetV2,hq,0,0.5281397
MobileNetV2,hq,0,0.4854052
MobileNetV2,hq,0,0.054061618
MobileNetV2,hq,0,0.85820353
MobileNetV2,hq,0,0.9985462
MobileNetV2,hq,0,0.9793463
MobileNetV2,hq,0,0.01641958
MobileNetV2,hq,0,0.00038051358
MobileNetV2,hq,0,0.00039043947
MobileNetV2,hq,0,0.00048213944
MobileNetV2,hq,0,0.00047757724
MobileNetV2,hq,0,0.00094241934
MobileNetV2,hq,0,0.0005267697
MobileNetV2,hq,0,0.29476494
MobileNetV2,hq,0,0.21693036
MobileNetV2,hq,0,0.3469664
MobileNetV2,hq,0,0.10365475
MobileNetV2,hq,0,0.19524339
MobileNetV2,hq,0,0.026953004
MobileNetV2,hq,0,0.12131299
MobileNetV2,hq,0,0.02725131
MobileNetV2,hq,0,0.033972476
MobileNetV2,hq,0,0.02722527
MobileNetV2,hq,0,0.005736866
MobileNetV2,hq,0,0.03289101
MobileNetV2,hq,0,0.0154262185
MobileNetV2,hq,0,0.085406244
MobileNetV2,q60,1,0.99461937
MobileNetV2,q60,1,0.98794293
MobileNetV2,q60,1,0.9844059
MobileNetV2,q60,1,0.994516
MobileNetV2,q60,1,0.9941157
MobileNetV2,q60,1,0.9992347
MobileNetV2,q60,1,0.99890393
MobileNetV2,q60,1,0.975634
MobileNetV2,q60,1,0.97432995
MobileNetV2,q60,1,0.9742366
MobileNetV2,q60,1,0.98180777
MobileNetV2,q60,1,0.9976356
MobileNetV2,q60,1,0.9988438
MobileNetV2,q60,1,0.99871784
MobileNetV2,q60,1,0.97844476
MobileNetV2,q60,1,0.9903465
MobileNetV2,q60,1,0.98736244
MobileNetV2,q60,1,0.99255854
MobileNetV2,q60,1,0.99146587
MobileNetV2,q60,1,0.9788109
MobileNetV2,q60,1,0.5078658
MobileNetV2,q60,1,0.85328424
MobileNetV2,q60,1,0.18530554
MobileNetV2,q60,1,0.66747427
MobileNetV2,q60,1,0.7405237
MobileNetV2,q60,1,0.9628959
MobileNetV2,q60,1,0.89910614
MobileNetV2,q60,1,0.3936476
MobileNetV2,q60,1,0.5708176
MobileNetV2,q60,1,0.64719343
MobileNetV2,q60,1,0.78738654
MobileNetV2,q60,1,0.9384627
MobileNetV2,q60,1,0.8170611
MobileNetV2,q60,1,0.998524
MobileNetV2,q60,1,0.85551095
MobileNetV2,q60,1,0.8167143
MobileNetV2,q60,1,0.86730486
MobileNetV2,q60,1,0.99633646
MobileNetV2,q60,1,0.99027866
MobileNetV2,q60,1,0.7513672
MobileNetV2,q60,1,0.58938193
MobileNetV2,q60,1,0.8314016
MobileNetV2,q60,1,0.9773401
MobileNetV2,q60,1,0.85179925
MobileNetV2,q60,1,0.9776117
MobileNetV2,q60,1,0.8997047
MobileNetV2,q60,1,0.69144243
MobileNetV2,q60,1,0.37422895
MobileNetV2,q60,1,0.89575285
MobileNetV2,q60,1,0.88743585
MobileNetV2,q60,1,0.9387478
MobileNetV2,q60,1,0.9721298
MobileNetV2,q60,1,0.99181664
MobileNetV2,q60,1,0.48959526
MobileNetV2,q60,1,0.99144363
MobileNetV2,q60,1,0.99134374
MobileNetV2,q60,1,0.9925338
MobileNetV2,q60,1,0.9981419
MobileNetV2,q60,1,0.99635065
MobileNetV2,q60,1,0.99798125
MobileNetV2,q60,1,0.9970537
MobileNetV2,q60,1,0.97880614
MobileNetV2,q60,1,0.9730608
MobileNetV2,q60,1,0.9930453
MobileNetV2,q60,1,0.9949533
MobileNetV2,q60,1,0.98279464
MobileNetV2,q60,1,0.99058545
MobileNetV2,q60,1,0.89364886
MobileNetV2,q60,1,0.99656004
MobileNetV2,q60,1,0.8810705
MobileNetV2,q60,1,0.9972426
MobileNetV2,q60,1,0.9969795
MobileNetV2,q60,1,0.98676556
MobileNetV2,q60,1,0.9448578
MobileNetV2,q60,1,0.998085
MobileNetV2,q60,1,0.996549
MobileNetV2,q60,1,0.9987631
MobileNetV2,q60,1,0.99817
MobileNetV2,q60,1,0.9874575
MobileNetV2,q60,1,0.96127576
MobileNetV2,q60,1,0.9867666
MobileNetV2,q60,1,0.60695475
MobileNetV2,q60,1,0.52063453
MobileNetV2,q60,1,0.59198976
MobileNetV2,q60,1,0.701302
MobileNetV2,q60,1,0.99065506
MobileNetV2,q60,1,0.8787598
MobileNetV2,q60,1,0.22792107
MobileNetV2,q60,1,0.94769865
MobileNetV2,q60,1,0.9686868
MobileNetV2,q60,1,0.93971926
MobileNetV2,q60,1,0.9963546
MobileNetV2,q60,1,0.9353291
MobileNetV2,q60,1,0.96139073
MobileNetV2,q60,1,0.9821905
MobileNetV2,q60,1,0.9982145
MobileNetV2,q60,1,0.9699117
MobileNetV2,q60,1,0.85098845
MobileNetV2,q60,1,0.9942909
MobileNetV2,q60,1,0.97307813
MobileNetV2,q60,1,0.9440006
MobileNetV2,q60,1,0.9914243
MobileNetV2,q60,1,0.9773602
MobileNetV2,q60,1,0.8935975
MobileNetV2,q60,1,0.97431505
MobileNetV2,q60,1,0.8912182
MobileNetV2,q60,1,0.95389307
MobileNetV2,q60,1,0.885892
MobileNetV2,q60,1,0.85458165
MobileNetV2,q60,1,0.9506313
MobileNetV2,q60,1,0.99841046
MobileNetV2,q60,1,0.9936776
MobileNetV2,q60,1,0.9975295
MobileNetV2,q60,1,0.99114746
MobileNetV2,q60,1,0.91388667
MobileNetV2,q60,1,0.9491792
MobileNetV2,q60,1,0.7419294
MobileNetV2,q60,1,0.73838735
MobileNetV2,q60,1,0.764045
MobileNetV2,q60,1,0.8289421
MobileNetV2,q60,1,0.6461941
MobileNetV2,q60,1,0.66277885
MobileNetV2,q60,1,0.79460394
MobileNetV2,q60,1,0.64699656
MobileNetV2,q60,1,0.998811
MobileNetV2,q60,1,0.99960065
MobileNetV2,q60,1,0.99877197
MobileNetV2,q60,1,0.99938804
MobileNetV2,q60,1,0.99868095
MobileNetV2,q60,1,0.9988779
MobileNetV2,q60,1,0.9996266
MobileNetV2,q60,1,0.9997836
MobileNetV2,q60,1,0.9772319
MobileNetV2,q60,1,0.898267
MobileNetV2,q60,1,0.9053625
MobileNetV2,q60,1,0.9327372
MobileNetV2,q60,1,0.9663117
MobileNetV2,q60,1,0.9741243
MobileNetV2,q60,1,0.9325777
MobileNetV2,q60,1,0.91931576
MobileNetV2,q60,1,0.75806785
MobileNetV2,q60,1,0.8716384
MobileNetV2,q60,1,0.9471
MobileNetV2,q60,1,0.91010946
MobileNetV2,q60,1,0.99134564
MobileNetV2,q60,1,0.9681432
MobileNetV2,q60,1,0.8999876
MobileNetV2,q60,1,0.99959487
MobileNetV2,q60,1,0.99031657
MobileNetV2,q60,1,0.9853651
MobileNetV2,q60,1,0.958835
MobileNetV2,q60,1,0.98444504
MobileNetV2,q60,1,0.99725866
MobileNetV2,q60,1,0.98566234
MobileNetV2,q60,1,0.9986497
MobileNetV2,q60,1,0.9985162
MobileNetV2,q60,1,0.9986604
MobileNetV2,q60,1,0.99806803
MobileNetV2,q60,1,0.99837583
MobileNetV2,q60,1,0.99843657
MobileNetV2,q60,1,0.9975886
MobileNetV2,q60,1,0.9984993
MobileNetV2,q60,1,0.9993948
MobileNetV2,q60,1,0.8876097
MobileNetV2,q60,1,0.9755067
MobileNetV2,q60,1,0.9895143
MobileNetV2,q60,1,0.98669016
MobileNetV2,q60,1,0.99539924
MobileNetV2,q60,1,0.9753382
MobileNetV2,q60,1,0.98434293
MobileNetV2,q60,1,0.9972585
MobileNetV2,q60,1,0.98242974
MobileNetV2,q60,1,0.9292718
MobileNetV2,q60,1,0.9338047
MobileNetV2,q60,1,0.98431957
MobileNetV2,q60,1,0.9848088
MobileNetV2,q60,1,0.98104715
MobileNetV2,q60,1,0.9984121
MobileNetV2,q60,1,0.9888178
MobileNetV2,q60,1,0.9942688
MobileNetV2,q60,1,0.9566471
MobileNetV2,q60,1,0.9768883
MobileNetV2,q60,1,0.9572274
MobileNetV2,q60,1,0.9530926
MobileNetV2,q60,1,0.9331871
MobileNetV2,q60,1,0.8603667
MobileNetV2,q60,1,0.907599
MobileNetV2,q60,1,0.9924332
MobileNetV2,q60,1,0.9986814
MobileNetV2,q60,1,0.99382406
MobileNetV2,q60,1,0.99574816
MobileNetV2,q60,1,0.9550983
MobileNetV2,q60,1,0.99632174
MobileNetV2,q60,1,0.9986806
MobileNetV2,q60,1,0.99868476
MobileNetV2,q60,1,0.9999083
MobileNetV2,q60,1,0.9974009
MobileNetV2,q60,1,0.92138433
MobileNetV2,q60,1,0.99678457
MobileNetV2,q60,1,0.9948957
MobileNetV2,q60,1,0.98237586
MobileNetV2,q60,1,0.9577805
MobileNetV2,q60,1,0.9984191
MobileNetV2,q60,1,0.99969894
MobileNetV2,q60,1,0.9996587
MobileNetV2,q60,1,0.9998839
MobileNetV2,q60,1,0.999798
MobileNetV2,q60,1,0.99994725
MobileNetV2,q60,1,0.9998019
MobileNetV2,q60,1,0.9694614
MobileNetV2,q60,1,0.9804215
MobileNetV2,q60,1,0.8761009
MobileNetV2,q60,1,0.9479301
MobileNetV2,q60,1,0.8792472
MobileNetV2,q60,1,0.85156363
MobileNetV2,q60,1,0.95166653
MobileNetV2,q60,1,0.9994456
MobileNetV2,q60,1,0.9997409
MobileNetV2,q60,1,0.99898016
MobileNetV2,q60,1,0.99952626
MobileNetV2,q60,1,0.99867547
MobileNetV2,q60,1,0.99938804
MobileNetV2,q60,1,0.99808276
MobileNetV2,q60,1,0.99532205
MobileNetV2,q60,1,0.98302937
MobileNetV2,q60,1,0.9553127
MobileNetV2,q60,1,0.9933398
